Country,date,Air-craft type,registration name/mark,operator,fatilites,location,category
India,30-Nov-1944,Douglas C-53 (DC-3),56,CNAC,3,Digboi Mountain,A1
Ukraine,08-Dec-1974,Antonov An-2R,CCCP-05783,"Aeroflot, Ukraine",0,Kiev region,A1
New Zealand,16-Nov-1950,Douglas C-47B (DC-3),NZ3549,New Zealand AF,0,near Hobsonville ...,A1
United Kingdom,11-Feb-1994,ATR 42-300,G-BUEB,CityFlyer Express,0,London-Gatwi...,A2
Kenya,29-Sep-2008,DHC-5D Buffalo,5Y-OPL,Trident Aviation,0,Lokichoggio ...,A1
USA,26-Jul-2021,Bombardier Challenger 605,N605TR,Tarco Aircraft Funding,6,Truckee Airp...,A1
Bahamas,07-Jan-2010,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynde...,O1
USA,29-May-1992,Boeing EC-135J,62-3584,USAF,0,Fayetteville...,A1
USA,01-Apr-2004,Beech 1900D,N149CJ,"US Airways Express, opb Colgan Air",0,Hartford-Bra...,A1
Jordan,09-Sep-1956,Curtiss C-46A,JY-ABV,Jordan Int. Airlines,1,near Amman-Marka ...,A1
USA,08-Aug-1946,Douglas C-47A (DC-3),NC50040,Trans Caribbean Air Cargo Line,0,Lumberton Ai...,A1
Sudan,15-Sep-1943,Lockheed C-60A Lodestar,42-55921,USAAF,,Khartoum,A1
Myanmar,06-Aug-1945,Curtiss C-46D,44-78444,USAAF,,near Myitkyina North,A1
Japan,22-Jan-1976,Shin Meiwa PS-1,5805,Japanese Navy,,,A1
France,??-FEB-1929,Junkers G.24,D-899,Deutsche Lufthansa,,"Epinais, Bre...",A1
USA,12-Aug-1943,Douglas C-47A (DC-3),42-23782,USAAF,,Laurinburg-M...,A1
Libya,07-Dec-1957,Scottish Aviation Twin Pioneer 1,G-AOEO,Scottish Airlines,6,Fezzan,A1
New Zealand,21-Nov-1957,Bristol 170 Freighter 31,ZK-AYH,Straits Air Freight Express,4,Christchurch,A1
Malaysia,09-Jan-2000,Boeing 747-230F,HL7441,Korean Air,0,near Penang Inter...,A2
Myanmar,10-Oct-1944,Douglas Dakota III (DC-3),KG574,RAF,,unknown,C1
USA,10-Jan-1963,Lockheed P-2H Neptune,135559,US Navy,7,"Kodiak NAS, ...",A1
Taiwan,25-Oct-1993,DC-9-82 (MD-82),B-28003,FEAT,0,Kaohsiung In...,A1
Russia,31-Oct-1995,lyushin Il-76TD,RA-76783,Aeroflot,0,Rostov Airpo...,A2
Oman,09-Aug-1949,Douglas Dakota IV (DC-3),KN336,RAF,12,near Salalah Airp...,A1
New Zealand,27-May-1953,Bristol 170 Freighter 31M,NZ5908,New Zealand AF,5,near Blenheim-Woo...,A1
Venezuela,07-Jul-2020,Hawker 800XP,N339AV,private,0,within Venez...,C1
Russia,29-Mar-1957,Lisunov Li-2,CCCP-L4967,"Aeroflot, Privolzhsk",4,near Ulyanovsk,A1
Germany,23-May-1928,Farman F.63bis Goliath,F-AEIE,SGTA,3,near Köln-Butzwei...,A1
Philippines,26-Jun-1979,Lockheed P-3B Orion,154596,US Navy,5,near Luzon Island...,A1
Brazil,10-Mar-1981,Embraer C-95 Bandeirante (EMB-110),2168,Brazilian AF,,Rio de Janei...,A1
Kenya,12-Jul-2000,Cessna 208 Caravan I,5Y-JAO,Skylink Kenya,,Nairobi-Wils...,A1
Brazil,15-Aug-1938,Junkers Ju-52/3mfe,PP-CAT,Syndicato Condor,9,Guanabara Bay,A1
Brazil,10-Nov-2015,Cessna 650 Citation VII,PT-WQH,Banco Bradesco,4,"near Guarda-Mor, MG",A1
Puerto Rico,22-Sep-1964,Douglas C-47A (DC-3),N1549V,Caribair,0,San Juan-Isl...,A2
Venezuela,04-Oct-2020,Gulfstream American G-1159A Gulfstr,N305LR,private,0,"Machiques, Z...",C1
Germany,21-Apr-1945,Douglas C-47B (DC-3),43-48589,USAAF,5,near Bonn,A1
USA,04-Jun-1971,Boeing 737-200,,United Airlines,0,Washington-D...,H2
Mexico,28-Jan-1951,Douglas DC-3A-197D,XA-FUJ,LAMSA,0,near San Luis Pot...,A2
Canada,14-Jan-1993,Douglas C-47A (DC-3),C-FAAM,Central Mountain Air Services,2,near Bronson Cree...,A1
Mexico,26-Oct-1955,Douglas C-47A (DC-3),XA-HUH,L.A. Unidas,0,near Texcoco,A2
France,07-Dec-1966,Nord 2501 Noratlas,59/F-RBHI,French AF,4,Ariège,A1
Brazil,15-Jul-1966,Douglas C-47A (DC-3),PP-YPT,Varig,0,"Campo Largo, PR",A1
Greece,23-Apr-1941,Short Sunderland I,L2161,RAF,0,Scaramanga,C1
United Kingdom,26-Nov-1944,Consolidated Catalina,JX252,RAF,9,"Ely Lodge, F...",A1
Russia,01-Feb-1995,Antonov An-28,CCCP-28797,Chukotavia,0,Mys Shmidta ...,A1
Canada,01-Mar-1995,Mitusbishi Mu-300 Diamond IA,C-GLIG,Lignum,0,Jasper-Hinto...,A1
Armenia,06-Apr-1993,Antonov An-24RV,YL-LCH,Latavio,0,Stepanavan,A1
USA,22-Jun-1967,Lockheed C-130E Hercules,63-7801,USAF,0,Fayetteville...,A1
USA,24-Oct-1947,Douglas DC-6,NC37510,United Airlines,52,near Bryce Canyon...,A1
Australia,19-Apr-1996,Swearingen SA226-TC Metro II,VH-UUK,Jetcraft Aviation,0,Bankstown Ai...,A2
Turkey,27-Sep-1973,Douglas C-47B (DC-3),43-6022,Turkish AF,,Ankara-Etime...,A1
France,03-Jul-1945,Douglas C-47A (DC-3),42-24268,USAAF,,Reims,A1
Bolivia,22-Feb-2005,Convair CV-580,FAB-73,TAM,0,Trinidad Air...,A1
Philippines,07-Dec-1999,Let L-410UVP-E,RP-C3883,Asian Spirit,17,Kasibu,A1
Cuba,24-Jan-1970,Fokker F-27 Friendship 500,PJ-FRE,ALM,0,Santiago-Ant...,H2
USA,18-Jan-1972,Learjet 25,N658TC,Tandy Corp.,9,near Victoria Cou...,A1
Peru,15-Mar-2005,Antonov An-26B-100,OB-1778-P,ATSA,0,Lima-J Chave...,A2
Afghanistan,12-Oct-2010,Lockheed L-100-20 Hercules,5X-TUC,"National Airlines (National Air Cargo), opb Transafrik",8,near Kabul Airpor...,A1
China,16-Mar-1945,Curtiss C-46A,43-47135,USAAF,,Kunming Airp...,A1
United Kingdom,16-Jan-1947,Avro 685 York C.1,MW228,RAF,0,Oakington,A1
Papua New Guinea,17-Jun-1999,Embraer EMB-110P2 Bandeirante,P2-ALX,Airlink,17,near Goroka,A1
Indonesia,06-Dec-1941,Consolidated PBY-5 Catalina,Y-44,Dutch Navy,5,Tandjong Pandan,A1
Papua New Guinea,15-May-2012,DHC-6 Twin Otter 300,P2-MCZ,Airlines PNG,0,Sasereme Air...,A2
Botswana,26-Jan-1972,BN-2 Islander,A2-ZEV,Air Botswana,0,Maun Airport...,A1
USA,17-Mar-2000,Dassault Falcon 900,N814M,BP,0,Hyannis-Barn...,A2
Congo (former Zaire),24-Oct-1998,Antonov An-12A,TL-ACJ,Centrafrican Airlines,3,near Lubutu,A1
Myanmar,23-Jun-1945,Douglas C-47B (DC-3),43-16195,USAAF,25,near Myitkyina,A1
USA,30-Jan-1949,Lockheed L-749A Constellation,NC86530,Pan Am,0,near Port Washing...,A2
Brazil,26-Mar-1987,Embraer C-95B Bandeirante (EMB-110),2324,Brazilian AF,3,near Rio de Janei...,A1
Uzbekistan,23-Dec-1958,Ilyushin Il-14,CCCP-61663,"Aeroflot, Uzbekistan",21,near Tashkent-Yuz...,A1
Japan,29-Apr-1952,Fairchild C-119C Flying Boxcar,49-173,USAF,4,near Ashiya Air Base,A1
Netherlands,06-Jun-1939,Douglas DC-2-115E,PH-AKN,KLM,0+ 1,Amsterdam-Sc...,A2
USA,22-Oct-2014,Embraer ERJ-175,N622CZ,"Delta Connection, opb Compass Airlines",0,Minneapolis-...,A2
Yemen,04-Feb-1972,Convair CV-340-68B,HZ-AAT,Saudi Arabian,0,Sana'a - Ta'izz,A1
Zambia,04-Jul-1983,Hawker Siddeley HS-748,9J-ADM,Zambia Airways,0,Kasaba Bay A...,A1
China,03-Oct-1943,Curtiss C-46A,41-12422,USAAF,6,near Kunming,A1
Russia,??-???-1978,Antonov An-24B,CCCP-46350,"Aeroflot, Ukraine",0,"near Budyonnovsk,...",A1
USA,27-Sep-1937,Curtiss AT-32D Condor II,NC12397,American Airlines,0,,O1
South Korea,03-Mar-1954,Douglas C-47D (DC-3),44-76639,USAF,,Gunsan (Kuns...,A1
Brazil,28-Jul-1992,Learjet 25C,PT-LHU,Crasa Taxi Aéreo,6,"Icapara, Igu...",A1
Canada,13-Jul-1958,Douglas C-47A (DC-3),CF-QBH,Quebecair,0,Rimouski Air...,O1
Norway,25-Dec-1943,Junkers Ju-52/3m,7U+JL,German AF,0,Oslo-Fornebu...,A1
Indonesia,23-Feb-1942,Consolidated PBY-5 Catalina,Y-47,Dutch Navy,5,Tanjung Prio...,A1
China,31-Mar-1936,Ford 5-AT-D Tri-Motor,25,CNAC,0,Nanking Airp...,A1
USA,03-Mar-1972,Fairchild FH-227B,N7818M,Mohawk Airlines,16+ 1,near Albany Airpo...,A1
Colombia,24-Jan-1980,Douglas DC-3A,HK-2214,Aerotal Colombia,4,Bogotá-Eldor...,A1
France,08-Feb-1991,Beech 200 Super King Air,F-GHBE,Business Express,2,near Épinal-Mirec...,A1
Azerbaijan,18-Aug-1973,Antonov An-24B,CCCP-46435,"Aeroflot, Azerbaijan",56,near Baku-Bina In...,A1
Russia,20-Dec-2010,Antonov An-2P,RA-07331,2nd Sverdlovsk Aviation Enterprise,0,Uktus Airport,O1
USA,03-Apr-1997,Cessna 650 Citation III,N553AC,Mercury Communications,0,Buffalo-Grea...,A2
USA,10-Apr-1978,BN-2A-21 Islander,N97JA,DEC,0,"San Jose, CA",A1
Thailand,11-Jan-1977,Fairchild C-123K Provider,L4K-19/19,Thai AF,0,Bangkok-Don ...,A1
Bolivia,14-May-1991,Curtiss C-46A,CP-1617,Transportes Aéreos El Dorado,0,Beni Airport...,A1
Russia,??-AUG-1964,Antonov An-12B,,Unknown,,unknown,A1
Uzbekistan,16-Jan-1987,Yakovlev Yak-40,CCCP-87618,"Aeroflot, Uzbekistan",9,Tashkent-Yuz...,A1
USA,19-May-1945,Consolidated PBY-5A Catalina,8030,US Navy,,"near Ocean View, ...",A1
United Kingdom,09-Feb-1948,Short Sunderland GR.5,TX293,RAF,0,Wig Bay,O1
Maldives,03-Feb-2000,Cessna 208 Caravan I,8Q-HIF,Hummingbird Island Airways,0,Filitheyo Se...,A2
Russia,13-Nov-1972,Antonov An-2TP,CCCP-09676,"Aeroflot, Krasnoyarsk",2,near Yeniseisk,A1
Russia,18-May-1963,Tupolev Tu-104B,CCCP-42483,"Aeroflot, Northern",0,near Leningrad-Sm...,A1
USA,12-Mar-1991,DC-8-62H-AF,N730PL,ATI,0,New York-Joh...,A1
India,23-Nov-1944,Curtiss C-46A,42-96554,USAAF,,near Sookerating,A1
Uzbekistan,08-Sep-1981,Tupolev Tu-154B-2,CCCP-85448,"Aeroflot, Uralsk",0,Tashkent Air...,O1
USA,02-May-1960,Fairchild C-123B Provider,,USAF,3,"near York, PA",A1
Sweden,21-Sep-1992,IAI 1124 Westwind,SE-DLK,Air Sweden,0,Umeå Airport...,A1
France,29-Oct-1944,Douglas C-47B (DC-3),43-48272,USAAF,,Maupertuis A...,A1
USA,01-Mar-1982,Boeing 727,,United Airlines,0,Miami Intern...,H2
Russia,17-Mar-1979,Tupolev Tu-104B,CCCP-42444,"Aeroflot, Ukraine",58,near Moskva-Vnuko...,A1
Guatemala,08-Jun-1978,Douglas DC-6B,TG-ADA,Aviateca,3,Guatemala City,A1
USA,11-Jun-1979,Douglas C-47A (DC-3),N148Z,U.S. Forest Service,10,"near Elk City, ID",A1
India,19-Jul-1988,Boeing 737-2A8,VT-EFK,Indian Airlines,0,Vadodara Air...,A2
United Kingdom,26-Nov-1942,Short Sunderland I,DD851,RAF,11,"near Invergordon,...",A1
Vietnam,16-Apr-1968,Lockheed C-130A Hercules,56-0480,USAF,0,near Bien Hoa,A1
USA,26-Nov-1942,Douglas C-53 Skytrooper (DC-3),41-20065,USAAF,,"St Joseph, MO",A1
Australia,04-Jul-1986,DHC-4A Caribou,A4-264,RAAF,0,Camden Airpo...,A1
USA,04-Jan-1941,Douglas R2D-1 (DC-2),9622,US Navy,11,near San Diego-No...,A1
France,21-Sep-1955,Douglas C-47A (DC-3),F-BCYU,Air France,0,Bordeaux-Mér...,A1
India,05-Apr-1968,Douglas DC-3,VT-CML,Indian Airlines,0,Pune-Lohegao...,A2
Pakistan,24-Nov-2018,ATR 72-212A (ATR 72-500),AP-BKW,PIA,0,Karachi-Jinn...,A1
Colombia,17-Oct-1965,Douglas DC-3 Hiper,HK-118,Avianca,15,near Bucaramanga-...,A1
Canada,31-Jan-2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,Terrace Airp...,A2
China,06-Nov-1961,Lockheed RB-69A Neptune,54-4039,Republic of China AF,14,Shantung Pro...,C1
USA,07-Jan-1994,BAe 4101 Jetstream 41,N304UE,"United Express, opb Atlantic Coast Airlines",5,near Columbus-Por...,A1
Brazil,25-Mar-1961,Douglas C-47 (DC-3),2055,Brazilian AF,23,"near Natal, RN",A1
Peru,??-???-1936,Curtiss AT-32C Condor II,NR11732,Cóndor Peruana de Aviación,,Pias,A1
Indonesia,07-Feb-1959,Douglas C-47A (DC-3),T-472,Indonesian AF,,"near Kintamani, Bali",A1
Ireland,24-Sep-1946,Lockheed L-049 Constellation,NC88831,Pan Am,0,Shannon Airp...,A1
USA,19-May-1951,Lockheed P2V-2 Neptune,39351,US Navy,0,"Kodiak NAS, ...",A1
USA,12-Nov-1948,Douglas C-47B (DC-3),45-886,USAF,0+ 6,Fairbanks-Ei...,A1
Iraq,05-Mar-1946,Short Sunderland GR.3,EK595,RAF,0,Basra,A1
Sweden,18-Feb-1951,Vickers Valetta C.1,VX514,RAF,1,near Stockholm-Br...,A1
Philippines,13-Dec-1945,Douglas C-47A (DC-3),43-15231,USAAF,8,Mt Mandalgan...,A1
Guatemala,04-Dec-2019,Beech 200 Super King Air,,private,2,"Sayaxché, Petén",C1
Australia,23-Jan-2020,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,3,"near Cooma, NSW",A1
USA,13-Jan-1945,Douglas C-47A (DC-3),43-15548,USAAF,,Dayton-Wrigh...,A1
Venezuela,30-Jul-2020,Beech 200 Super King Air,N515BA,private,0,"Rio Negro, Z...",C1
United Kingdom,13-Nov-1948,Consolidated 32-2 Liberator II,G-AHYC,BOAC,0,Prestwick-He...,A1
Iraq,09-Jan-2007,Antonov An-26B-100,ER-26068,Aeriantur-M Airlines,34,near Balad Air Base,A1
Russia,15-Aug-1991,Antonov An-26,51,Soviet AF,9,"near Petrel, Sakh...",A1
Norway,22-May-1946,Junkers Ju-52/3mg4e,LN-LAB,DNL,12,Oslo-Fornebu...,A1
USA,30-Jan-1942,Consolidated PBY-5 Catalina,2314,US Navy,,"Alameda NAS,...",A1
Russia,21-May-1985,Antonov An-2,CCCP-04326,"Aeroflot, Tyumen",0,Tadibeyakha,A1
Argentina,04-Dec-1973,BAC One-Eleven 521FH,LV-JNR,Austral Lineas Aéreas,0,Bahía Blanca...,A1
Guatemala,15-Dec-1953,Curtiss C-46D,TG-AQA,Aviateca,2,Cerro Tecpan,A1
India,16-Oct-1944,Curtiss C-46A,42-96762,USAAF,,Mohanbari Ai...,A1
United Kingdom,04-Sep-1970,Vickers Varsity T.1,WF385,RAF,0,Finningley R...,O1
Guatemala,11-Oct-1991,Curtiss C-46D,HK-750,LANSA,6,near Quirigua,A1
Myanmar,24-Aug-1944,Curtiss C-46A,42-3632,USAAF,,near Yupanga,A1
Chile,09-Sep-2013,Dornier 228-202K,CC-CNW,CorpFlite,2,near Viña del Mar...,A1
USA,03-Oct-2018,Beech 1900C,N575Q,"Ravn Connect, opb Frontier Flying Service",0,Gambell Airp...,A2
Iceland,07-Feb-2020,Boeing 757-256 (WL),TF-FIA,Icelandair,0,Keflavík Int...,A2
Brazil,30-Aug-2002,Embraer EMB-120ER Brasilia,PT-WRQ,Rico Linhas Aéreas,23,near Rio Branco-P...,A1
Pakistan,17-Aug-1988,Lockheed C-130B Hercules,23494,Pakistan AF,30,near Bahawalpur A...,A1
France,27-Oct-1972,Fairchild C-119G Flying Boxcar,52-5936,USAF,5,Col du Devès...,A1
India,10-Apr-1945,Douglas Dakota III (DC-3),FL538,RAF,,Barrackpore ...,A1
Myanmar,09-Jul-1944,Consolidated C-87,43-30600,USAAF,,near Kamaing,A1
United Kingdom,09-Jan-1956,Handley Page Marathon T.2,XA254,RAF,0,Thorney Isla...,A1
Japan,14-Sep-1950,Fairchild C-119C Flying Boxcar,49-145,USAF,,Ashiya Air Base,A1
Colombia,20-Apr-1993,Douglas C-47A (DC-3),CP-1622,Trans Aéreos Cochabamba,2,Florencia Ai...,A1
Finland,20-May-1986,DC-9,,Finnair,0,Oulu Airport...,H2
Colombia,02-Nov-1973,Handley Page HPR-7 Herald 101,HK-718,La Urraca,6,Villavicenci...,A1
Switzerland,10-Feb-1967,Convair CV-440-11,HB-IMF,Swissair,4,near Zürich-Klote...,A1
Netherlands,14-Jul-1935,Fokker F.XXII,PH-AJQ,KLM,6,near Amsterdam-Sc...,A1
USA,01-Dec-2014,Alenia C-27J Spartan,10-27030,US Army,0,"near Mackall AAF, NC",A2
China,05-Jan-1947,Curtiss C-46,XT-T51/121,CNAC,43,near Qingdao,A1
Nicaragua,04-Jun-2006,DC-10-10F,N68047,Arrow Air,0,Managua Inte...,A1
Taiwan,30-Dec-1952,Douglas DC-3,PI-C38,Philippine Air Lines,2,Chinmen Island,H2
USA,29-Nov-1966,Convair CV-440,N3414,Allegheny Airlines,0,Harrisburg A...,A1
USA,24-Sep-1959,Douglas C-54B (DC-4),N63396,Reeve Aleutian Airways,16,Great Sitkin...,A1
Ecuador,12-Sep-1971,Douglas C-47A (DC-3),HC-AUX,TAME Ecuador,,Cerro de Hojas,A1
USA,27-Jun-1960,Boeing KC-97G Stratofreighter,52-2738,USAF,5,"near Newry, ME",A1
Philippines,15-Nov-1989,Douglas DC-3C,RP-C14,Victoria Air,0,near Barualite,A1
USA,18-Dec-1978,DH-114 Riley Heron 2,N3FB,"Fischer Brothers Aviation, opf Allegheny Commuter",0,Cleveland-Ho...,A1
Australia,03-Mar-1942,Lockheed 18 Lodestar,LT-918,Netherlands East Indies AF,0,Broome Airpo...,C1
France,12-Dec-1956,Vickers 708 Viscount,F-BGNK,Air France,5,near Dannemois,A1
India,14-Jun-1944,Consolidated C-87,43-30556,USAAF,4,between Tezp...,A1
India,06-Jul-1987,Fokker F-27 Friendship 100,VT-DMB,Vayudoot,0,Cooch Behar ...,A2
Italy,15-Sep-1993,Piaggio PD.808TP,MM61953,Italian AF,3,Venice-Marco...,A1
USA,14-Jan-1965,Lockheed 18 Learstar I,N512V,Burroughs Corp.,2,Detroit-Will...,A1
Norway,19-Mar-1993,Beech 200 Super King Air,LN-TSA,West Aviation,3,near Geilo-Dagali...,A1
Italy,29-Jul-1945,Douglas C-47A (DC-3),43-16018,USAAF,,Luna Airport,A1
Papua New Guinea,26-Nov-1942,Douglas C-47 (DC-3),41-18560,USAAF,,Port Moresby...,A1
South Korea,22-Feb-1957,Douglas C-124A Globemaster II,51-141,USAF,21,near Seoul-Gimpo ...,A1
Russia,16-Feb-1971,Antonov An-12TB,CCCP-11374,"Aeroflot, Komi",0,Vorkuta Airp...,A1
Indonesia,22-May-1997,IPTN/CASA CN-235-10,PK-XNT,IPTN,6,near Gorda AFB,A1
United Kingdom,04-Jan-2002,Canadair Challenger 604,N90AG,Epps Air Service,5,Birmingham I...,A1
Congo (former Zaire),??-JUL-1984,Boeing 707-458,9Q-CWR,Wolf Aviation,0,Isiro-Matari...,A1
Egypt,05-Jun-1967,Antonov An-12BP,1218 ?,Egyptian AF,,Luxor Air Base,C1
USA,02-Mar-1957,Douglas C-54B (DC-4),N90449,Alaska Airlines,5,"near Blyn, WA",A1
Morocco,21-Aug-1994,ATR 42-312,CN-CDT,RAM,44,near Tizounine,A1
United Kingdom,16-Aug-2017,Cessna 208B Grand Caravan,G-CPSS,Army Parachute Association,0,Netheravon A...,A2
France,06-Jun-1944,Douglas C-47A (DC-3),43-30734,USAAF,19,"Clainville, ...",C1
Myanmar,16-Jun-1988,Fokker F-27 Friendship 600,XY-ADQ,Burma Airways,4,near Putao Airpor...,A1
United Arab Emirates,21-Oct-2009,Boeing 707-330C,ST-AKW,"AZZA Transport, op.for Sudan Airways",6,near Sharjah Airp...,A1
Romania,27-Jan-2005,Let L-410UVP-E4,HA-LAR,Farnair Hungary,2,near Iasi Airport...,A1
Russia,14-Sep-1990,Yakovlev Yak-42,CCCP-42351,"Aeroflot, North Kavkaz",4,near Sverdlovsk-K...,A1
China,16-Jul-1938,Junkers Ju-52/3mge,XXI,Eurasia,,Wuhan (Hankow),A1
USA,27-Aug-2004,DHC-3 Otter,N197TT,Mavrik Aire,1,"near McGrath, AK",A1
United Kingdom,30-Jun-1962,Bristol 170 Freighter 21,G-AGVC,Manx Airlines,0,Isle of Man-...,A1
Norway,16-Jul-2004,Antonov An-28,YL-KAB,Rigas Aeroklubs,0,Østre Æra Ai...,A1
Myanmar,23-May-1944,Douglas C-47 (DC-3),41-7866,USAAF,,Myitkyina Ai...,A1
China,20-Sep-1945,Douglas C-47A (DC-3),42-93744,USAAF,,Shanghai,A1
Indonesia,07-Sep-1974,Fokker F-27 Friendship 600,PK-GFJ,Garuda,33,Bandar Lampu...,A1
Turkey,14-Aug-2021,Beriev Be-200ChS,RF-88450,Russian Navy,8,near Kahramanmaras,A1
Russia,15-Jan-2009,Ilyushin Il-76MD,RA-76825,Russian Ministry of Interior,4,Makhachkala ...,A1
India,16-Apr-1945,Curtiss C-46A,43-46995,USAAF,,Malir,A1
Papua New Guinea,20-Jun-1987,BN-2A-20 Islander,P2-KAD,Kiunga Aviation,2,near Lae,A1
USA,04-Apr-2018,Learjet 45XR,N618CW,ERG Holdings,0,Houston-Will...,O1
Central African Republic,12-Dec-2014,Antonov An-26B,UP-AN608,Burundaiavia,0,Obo-Mission ...,A1
Russia,24-Jun-2021,Antonov An-2R,RA-01430,private,0,"near Zaboyskiy, S...",A1
China,04-Jan-1967,Ilyushin Il-18D,,Hâng Không Viêtnam,,Nanking Airp...,A1
USA,17-Feb-1956,Douglas R5D-2 (DC-4),39116,US Navy,40,"near Niles, CA",A1
USA,25-May-1970,Lockheed C-5A Galaxy,67-0172,USAF,0,Palmdale Air...,O1
USA,12-Feb-1963,Boeing 720-051B,N724US,Northwest Orient Airlines,43,"Everglades, FL",A1
India,01-Dec-2015,Hawker Beech 390 Premier IA,VT-RTR,Premier Jet Services,0,Chennai Airp...,O1
Turkey,08-Jan-1981,Douglas C-47B (DC-3),HEK-15,Turkish AF,,Izmir-Cigli ...,A1
USA,09-Jul-1943,Douglas C-47 (DC-3),41-38711,USAAF,,"Grenada AAB, MS",A1
Japan,13-Aug-1945,Curtiss C-46D,44-78112,USAAF,,near Okinawa-Naha...,A1
South Africa,26-May-1971,Hawker Siddeley HS-125-400B,3,South African AF,4,Devil's Peak,A1
Laos,04-Feb-1972,C-7A Caribou (DHC-4),393,Air America,2,Pha Khao,A1
Germany,10-Oct-1948,Avro 685 York C.1,MW305,RAF,0,Berlin-R.A.F...,A1
Venezuela,03-Nov-2014,Beech 200 Super King Air,XB-LRI,Unknown,,"near Elorza, Apur...",C1
USA,13-Dec-1944,Douglas C-47A (DC-3),43-16047,USAAF,4,"near Zelma, MO",A1
China,19-Mar-1945,Douglas C-47B (DC-3),43-49234,USAAF,,near Pachung,A1
Germany,02-Jul-1979,Antonov An-2T,833,East German AF,,Kamenz,A1
USA,04-Aug-1955,Convair CV-240-0,N94221,American Airlines,30,near Fort Leonard...,A1
China,23-Oct-1944,Curtiss C-46A,42-107317,USAAF,,Luliang,A1
Colombia,28-Jan-1978,Douglas DC-3D,HK-1351,SADELCA Colombia,12,near San Vicente ...,A1
India,22-May-2010,Boeing 737-8HG (WL),VT-AXV,Air India Express,158,Mangalore-Ba...,A1
USA,23-Jun-1983,Lockheed 18 Learstar I,N333FB,Falcon Leasing Corp.,2,"Millhaven, GA",A1
Russia,07-May-1977,Antonov An-2,CCCP-15925,"Aeroflot, Tyumen",,near Tavda,A1
France,06-Jun-1944,Douglas C-47A (DC-3),42-24099,USAAF,0,near Normandy,C1
Russia,22-Dec-1942,Lisunov PS-84,CCCP-L3903,"Aeroflot, Uralsk",10,near Yanaul,A1
South Sudan,12-Aug-1990,Lockheed L-100-30 Hercules,N911SJ,Southern Air Transport,0,Juba Airport...,A1
Australia,10-Mar-1946,Douglas C-47 (DC-3),VH-AET,ANA,25,Derwent Rive...,A1
USA,01-Dec-2021,Cessna 510 Citation Mustang,N81CB,private,0,Lake Havasu ...,A2
Canada,??-???-1970,Consolidated PBY-5A Catalina,CF-IEE,Austin Airways,0,"Sugluk, QC",O1
Congo (former Zaire),29-Sep-2007,Antonov An-12BK,9Q-CZB,"KNG Transavia Cargo, op.for Business and Cargo Company",7,near Kisangani,A1
Nigeria,08-Sep-1987,Airbus A310-222,5N-AUG,Nigeria Airways,0,Port Harcour...,A2
Philippines,18-Jul-2010,ATR 72-212A (ATR 72-500),RP-C7254,Cebu Pacific Air,0,Manila-Ninoy...,A1
Panama,??-DEC-1989,BN-2A-7 Islander,HP-1002,Aerolineas Nacionales,,,A1
France,03-Jun-1962,Boeing 707-328,F-BHSM,Air France,130,Paris-Orly A...,A1
Uganda,25-Sep-1998,BN-2A-3 Islander,5Y-ANV,TanaMana Aviation,4,Rwenzori mou...,A1
Guatemala,07-May-1979,Douglas DC-3,TG-SAB,TAPSA,0,Flores-Santa...,A2
Finland,07-Jan-2019,Saab 340B,YL-RAF,RAF-AVIA,0,Savonlinna A...,A2
Canada,02-Dec-2017,Boeing 777-35EER,B-16718,Eva Air,0,Toronto-Pear...,A2
Canada,30-Sep-1979,DHC-6 Twin Otter 200,C-FWAF,West Coast Air,2,Porpoise Bay...,A1
Venezuela,14-Oct-1998,Shorts SC.7 Skyvan 3-100,YV-O-MTC-8,Venezuela Ministry of Transport,0,Caracas-Simo...,O1
USA,15-Aug-2017,Boeing 757-223 (WL),N175AN,American Airlines,0,New York-Joh...,A2
Congo (former Zaire),??-AUG-1992,Lockheed L-188C Electra,9Q-CRY,New Air Charter Service,0,,U1
Argentina,31-Aug-1999,Boeing 737-204C,LV-WRZ,LAPA,63+ 2,Buenos Aires...,A1
Brazil,31-Oct-1953,Consolidated PA-10 Catalina (PBY-5),6500,Brazilian AF,4,"near Marabá, PA",A1
USA,03-Mar-2020,Cessna S550 Citation S/II,N45NC,private,0,Nashville-Jo...,O1
Bulgaria,21-Dec-1971,Ilyushin Il-18V,LZ-BES,Balkan Bulgarian,28,Sofia-Vrazhd...,A1
USA,19-Jan-1979,Learjet 25D,N137GL,Massey-Ferguson,6,Detroit-Metr...,A1
Canada,03-Aug-1955,Grumman G-73 Mallard,CF-IOA,Pacific Western,5,"near Kemano, BC",A1
USA,24-Apr-2020,IAI 1125 Astra SP,YV3427,Inversiones SC 2012,0,Fort Lauderd...,A2
USA,21-Mar-1968,Boeing 727-22C,N7425U,United Airlines,0,Chicago-O'Ha...,A1
Laos,17-Apr-1966,Douglas C-47A (DC-3),N8744R,Continental Air Services,2,Sam Neua,A1
Libya,20-Jul-2014,Bombardier CRJ-900ER,5A-LAL,Libyan Airlines,0,Tripoli Inte...,C1
USA,03-Apr-1943,Consolidated PBY-5A Catalina,5038,US Navy,,near Copalis Beac...,A1
